	Stdev_slope	R2	Stdev_0.05	Stdev_0.1	Stdev_0.2	Stdev_0.3	Mean_0.05	Mean_0.1	Mean_0.2	Mean_0.3	Stdevnorm_0.05	Stdevnorm_0.1	Stdevnorm_0.2	Stdevnorm_0.3
3OAR80No1	0.16827621728930264	0.9991066634493494	0.0005431664317373794	0.0010912148776072222	0.0022277219275851994	0.0034697028498424038	0.06897988634897742	0.06894862051513033	0.06882179843051248	0.06859594257030162	0.00787427263926525	0.015826493256203177	0.032369423327907806	0.05058175046266657
3OAS100No1	0.1682762172893026	0.9991066634493494	0.0005431664317373798	0.0010912148776072224	0.0022277219275851994	0.0034697028498424038	0.06897988634897742	0.06894862051513033	0.06882179843051248	0.06859594257030162	0.007874272639265255	0.01582649325620318	0.032369423327907806	0.05058175046266657
3OAS120No2	0.5458701348257678	0.9998185466019515	0.0010540469065248277	0.0021140720006087026	0.004270879963042583	0.006516633641850651	0.0398276956899767	0.03982279695463228	0.03980476837740399	0.0397646769879024	0.026465174252852802	0.05308697937558575	0.10729568685210684	0.16387995918672257
3OAS121No1	0.7733700250544854	0.9996101365313041	0.0010780218192809655	0.0021617901164515682	0.0043752418004246365	0.006696609721790838	0.02915219065900067	0.029125823560498	0.029017030053108437	0.028831265582399176	0.036979101567042226	0.07422245458437451	0.15078186128686663	0.23226901721161225
3OAS140No1	0.5458701348257676	0.9998185466019515	0.0010540469065248275	0.0021140720006087026	0.004270879963042582	0.006516633641850651	0.0398276956899767	0.03982279695463228	0.03980476837740399	0.0397646769879024	0.026465174252852795	0.05308697937558575	0.10729568685210682	0.16387995918672257
3OAS141No1	0.7733700250544854	0.9996101365313041	0.0010780218192809655	0.0021617901164515682	0.0043752418004246365	0.006696609721790838	0.02915219065900067	0.029125823560498	0.029017030053108437	0.028831265582399176	0.036979101567042226	0.07422245458437451	0.15078186128686663	0.23226901721161225
3OAS160No1	0.8396055534931932	0.999764835232044	0.0010038654550108403	0.002011914469195497	0.004062829589555756	0.00619823450117353	0.02473890393809124	0.0247267055381054	0.024677754812395817	0.024584745304278132	0.04057841275114692	0.08136605445052157	0.16463530091947293	0.25211709230499696
3OAS161No1	0.7733700250544854	0.9996101365313041	0.0010780218192809655	0.0021617901164515682	0.0043752418004246365	0.006696609721790838	0.02915219065900067	0.029125823560498	0.029017030053108437	0.028831265582399176	0.036979101567042226	0.07422245458437451	0.15078186128686663	0.23226901721161225
3OAS60No2	0.16827621728930264	0.9991066634493494	0.0005431664317373793	0.0010912148776072222	0.0022277219275851994	0.0034697028498424038	0.06897988634897742	0.06894862051513033	0.06882179843051248	0.06859594257030162	0.007874272639265248	0.015826493256203177	0.032369423327907806	0.05058175046266657
3OAS80No1	0.16827621728930264	0.9991066634493494	0.0005431664317373794	0.0010912148776072222	0.0022277219275851994	0.0034697028498424038	0.06897988634897742	0.06894862051513033	0.06882179843051248	0.06859594257030162	0.00787427263926525	0.015826493256203177	0.032369423327907806	0.05058175046266657
4HTHRA_REVNo1	1.1239104997621185	0.9999561217770433	2.400780546141867e-06	4.81269775018234e-06	9.735928982937276e-06	1.4920134596311813e-05	4.327036565030478e-05	4.335975343289359e-05	4.368243376845225e-05	4.422420440675192e-05	0.05548325072046062	0.11099458297498827	0.22287972860085076	0.33737485606488116
4HTHRKNo1	1.1239104997621185	0.9999561217770433	2.400780546141867e-06	4.81269775018234e-06	9.735928982937276e-06	1.4920134596311813e-05	4.327036565030478e-05	4.335975343289359e-05	4.368243376845225e-05	4.422420440675192e-05	0.05548325072046062	0.11099458297498827	0.22287972860085076	0.33737485606488116
5DOANNo1	1.1215440259056841	0.9999379218292516	4.76527836104381e-06	9.555240688860563e-06	1.9366560726166322e-05	2.9685565514876397e-05	8.650248444127615e-05	8.663425865833607e-05	8.72071534328535e-05	8.819523823625362e-05	0.055088341009197364	0.11029402036605464	0.22207536840516076	0.3365892094463873
A5PISONo2	0.9855331168964256	0.9998995754005853	0.0003634571380549877	0.0007289352552534434	0.0014716724284734417	0.002245374675702977	0.007544395875942682	0.00754804570826339	0.007563506782504035	0.00758996584181208	0.0481757776277313	0.09657271344494182	0.194575409369332	0.295834621986507
ACCOACNo1	0.17386958748028253	0.9990353413375729	0.0037967092226374715	0.007626691971566182	0.015582481278936591	0.0243041674126293	0.46777041269095676	0.4675442521893858	0.4666255754485794	0.4649916663084874	0.008116608318161958	0.01631223554958147	0.03339397173838306	0.052267963435941006
ACCOALNo1	0.8644869459818612	0.9999246330077063	0.0043272719386599785	0.008671662912588127	0.017559030344449052	0.026958138840298004	0.10183549001249793	0.10201734506517941	0.10269194201327723	0.10387174170045546	0.042492768858174164	0.08500184852926486	0.17098742121537455	0.25953294321413883
ACGKNo1	1.0933654486060915	0.9999283763889729	0.0030785346916312665	0.006171336260815577	0.012487428628009245	0.019122980912086588	0.0573578223883439	0.05742984538030689	0.05772659591003007	0.058270066525401856	0.05367244716488536	0.10745869538648928	0.2163201974956493	0.32817846370143144
ACGSNo1	1.0933654486060915	0.9999283763889729	0.0030785346916312665	0.006171336260815577	0.012487428628009245	0.019122980912086588	0.0573578223883439	0.05742984538030689	0.05772659591003007	0.058270066525401856	0.05367244716488536	0.10745869538648928	0.2163201974956493	0.32817846370143144
ACHBSNo1	1.128817320021409	0.9999367207521909	0.003127707000368676	0.006276542387270897	0.012717637698198277	0.01951988962045973	0.05637615547725112	0.05649007261402615	0.056911204951125366	0.057610296990519706	0.055479253132661145	0.11110876826369079	0.22346456570582238	0.3388264015315162
ACKrNo2	0.37054954115870403	0.9997713429924471	0.010596465691694857	0.0212394159144173	0.04293950832553896	0.06562424941475946	0.5915203485202922	0.5913675867124191	0.5907820066350052	0.5898126668471232	0.017913949567757503	0.03591575932068456	0.07268249175379454	0.11126286887929616
ACLSNo2	0.8694055584691228	0.999871640610793	0.00719504451648419	0.014436156352508037	0.029298370612996564	0.045136898092895957	0.1695894944426086	0.16986135603272134	0.170970338295013	0.17292391750524896	0.0424262395505819	0.08498787887768375	0.17136522571793472	0.26102171836076904
ACODANo1	1.0933654486060915	0.9999283763889729	0.0030785346916312665	0.006171336260815577	0.012487428628009245	0.019122980912086588	0.0573578223883439	0.05742984538030689	0.05772659591003007	0.058270066525401856	0.05367244716488536	0.10745869538648928	0.2163201974956493	0.32817846370143144
ACONTaNo1	0.6640882522861891	0.9997838930460639	0.006707044238519651	0.013454093640976866	0.027370525317542083	0.042311374961536696	0.20850512015940847	0.20879478613728716	0.20999978229835675	0.2121803638545696	0.03216728794665528	0.06443692340157624	0.1303359699614139	0.19941230278282165
ACONTbNo1	0.6640882522861891	0.9997838930460639	0.006707044238519651	0.013454093640976866	0.027370525317542083	0.042311374961536696	0.20850512015940847	0.20879478613728716	0.20999978229835675	0.2121803638545696	0.03216728794665528	0.06443692340157624	0.1303359699614139	0.19941230278282165
ACOTA_REVNo4	1.0933654486060915	0.9999283763889729	0.0030785346916312665	0.006171336260815577	0.012487428628009245	0.019122980912086588	0.0573578223883439	0.05742984538030689	0.05772659591003007	0.058270066525401856	0.05367244716488536	0.10745869538648928	0.2163201974956493	0.32817846370143144
ACPPAT160No1	0.8396055534931949	0.999764835232044	0.0005019327275054203	0.0010059572345977488	0.002031414794777878	0.0030991172505867646	0.012369451969045592	0.012363352769052672	0.012338877406197882	0.01229237265213904	0.04057841275114703	0.08136605445052177	0.16463530091947326	0.25211709230499746
ACPPAT161No1	0.7733700250544866	0.9996101365313041	0.0005390109096404832	0.0010808950582257843	0.0021876209002123187	0.0033483048608954195	0.014576095329500311	0.014562911780248976	0.014508515026554194	0.014415632791199565	0.036979101567042316	0.07422245458437465	0.1507818612868669	0.23226901721161264
ACt2rpp_REV	8.831906460207092	0.2459489933834198	0.0003518356716929356	0.0009615944967790078	0.01944249618539081	0.05302568024742702	0.00014275231702946117	0.00017587888362309838	0.004073193901815999	0.01671448355867195	2.4646582207161223	5.467367525709723	4.773280294051933	3.1724390443350425
ACt4pp	4.612474028702299	0.27282684597031903	0.0003518356716929356	0.00035884151180538544	0.0003833860923284448	0.00043877987227786423	0.00014275231702946117	0.00014699557485720537	0.00016202964508522453	0.00020035558418402978	2.4646582207161223	2.4411722064012586	2.366147825151323	2.1900057044321657
ACtex_REV			0.0	0.0008909631621937453	0.019359271563517653	0.0528669165738046	0.0	2.888330876589296e-05	0.003911164256730773	0.016514127974487917		30.846990883739913	4.949746493055625	3.2013144536288443
ADCLNo1	0.7580700131672491	0.9998305361973816	4.7801022226431e-06	9.59260519651067e-06	1.9486567459131597e-05	3.0075225582957956e-05	0.00012972980283469128	0.00012991239408794518	0.00013069993210217503	0.00013213256822698673	0.03684660053583959	0.07383903024692844	0.14909393712536836	0.2276140242070569
ADCSNo1	0.7580700131672491	0.9998305361973816	4.7801022226431e-06	9.59260519651067e-06	1.9486567459131597e-05	3.0075225582957956e-05	0.00012972980283469128	0.00012991239408794518	0.00013069993210217503	0.00013213256822698673	0.03684660053583959	0.07383903024692844	0.14909393712536836	0.2276140242070569
ADK3No1	0.5925940100568807	0.9997017484533445	0.007384892926394145	0.01483271797744656	0.03021721534791971	0.04688190175527956	0.2588392591991778	0.25920269912879385	0.2607128346487351	0.2634120378548821	0.028530806915621106	0.057224396301816326	0.11590229299080006	0.1779793442132191
ADNK1No1	0.8630213733366758	0.9998767096308251	7.283847369036736e-06	1.4612290307724644e-05	2.9640135016997454e-05	4.561021561120048e-05	0.00017295649513030046	0.0001731748618273709	0.00017419172623692517	0.00017604269692584443	0.042113754464955445	0.08437881892055953	0.17015811059064145	0.25908609904115
ADSKNo1	0.853240880136547	0.9999237636537098	0.002009865670688232	0.004031551531228752	0.008158849836455219	0.012522510248691606	0.04796468610827011	0.0480465959817784	0.04835303683675852	0.04888680529376448	0.041903029786359625	0.08390920207453849	0.16873500342904563	0.2561531720766555
ADSL1rNo1	0.8198698366818952	0.9998448312991689	0.002314054697629887	0.004641940316771452	0.009418342947274455	0.01450733175872563	0.05801396344471347	0.058068384186407467	0.05836628091716255	0.05893621482377971	0.03988789181478956	0.07993920240436152	0.16136616552015054	0.24615309622619638
ADSL2rNo1	0.775438450987239	0.9998449094957738	0.0032792317262530114	0.006578179123164544	0.013353067457701468	0.020583099123647055	0.08684567822868518	0.08697272674481146	0.08749074666227095	0.0884027780293696	0.0377592966413138	0.07563496476850404	0.15262262544456914	0.23283317088529545
ADSSNo1	0.8198698366818952	0.9998448312991689	0.002314054697629887	0.004641940316771452	0.009418342947274455	0.01450733175872563	0.05801396344471347	0.058068384186407467	0.05836628091716255	0.05893621482377971	0.03988789181478956	0.07993920240436152	0.16136616552015054	0.24615309622619638
AGPAT160No1	0.8396055534931949	0.999764835232044	0.0005019327275054203	0.0010059572345977488	0.002031414794777878	0.0030991172505867646	0.012369451969045592	0.012363352769052672	0.012338877406197882	0.01229237265213904	0.04057841275114703	0.08136605445052177	0.16463530091947326	0.25211709230499746
AGPAT161No1	0.7733700250544866	0.9996101365313041	0.0005390109096404832	0.0010808950582257843	0.0021876209002123187	0.0033483048608954195	0.014576095329500311	0.014562911780248976	0.014508515026554194	0.014415632791199565	0.036979101567042316	0.07422245458437465	0.1507818612868669	0.23226901721161264
AGPR_REVNo1	1.0933654486060915	0.9999283763889729	0.0030785346916312665	0.006171336260815577	0.012487428628009245	0.019122980912086588	0.0573578223883439	0.05742984538030689	0.05772659591003007	0.058270066525401856	0.05367244716488536	0.10745869538648928	0.2163201974956493	0.32817846370143144
AHCYSNSNo1	1.1187348080825668	0.9999340904674123	4.752700889411892e-06	9.525590045397454e-06	1.926080831547377e-05	2.949953361446296e-05	8.64540106890739e-05	8.6540603169077e-05	8.698457280409745e-05	8.784745868960659e-05	0.05497374675311091	0.11007076096739261	0.22142786582227694	0.33580406370882426
AICARTNo1	0.714843777236926	0.9997963549784034	0.003646132363554527	0.007318691865031024	0.014882310332089107	0.023001022804735694	0.10522346454935369	0.10538267114270725	0.10602605487289468	0.10715452884652577	0.03465132401000118	0.06944872231526746	0.14036465234823836	0.21465282944484196
AIRC2No1	0.775438450987239	0.9998449094957738	0.0032792317262530114	0.006578179123164544	0.013353067457701468	0.020583099123647055	0.08684567822868518	0.08697272674481146	0.08749074666227095	0.0884027780293696	0.0377592966413138	0.07563496476850404	0.15262262544456914	0.23283317088529545
AIRC3_REVNo1	0.775438450987239	0.9998449094957738	0.0032792317262530114	0.006578179123164544	0.013353067457701468	0.020583099123647055	0.08684567822868518	0.08697272674481146	0.08749074666227095	0.0884027780293696	0.0377592966413138	0.07563496476850404	0.15262262544456914	0.23283317088529545
ALAALArNo2	1.1222098831656493	0.9999303816648665	0.00029692407364483714	0.0005955427811740815	0.0012054371021484598	0.0018480201371999393	0.005388780454195338	0.005396335366215758	0.0054287612906052775	0.005486250736910654	0.055100421360397465	0.11036059487750345	0.2220464370453209	0.33684573050348265
ALARNo1	1.1222098831656457	0.9999303816648665	0.0004453861104672556	0.0008933141717611229	0.0018081556532226891	0.002772030205799909	0.008083170681293031	0.008094503049323661	0.008143141935907941	0.008229376105366006	0.055100421360397285	0.1103605948775032	0.22204643704532015	0.33684573050348166
ALCD2x_REVNo2	0.5973556186068997	0.9997866473947987	0.009328775151198511	0.018716683921274284	0.038029550777096764	0.058705067158364564	0.32239745809294257	0.3227600626148498	0.32435767179781055	0.32727338359203634	0.02893563493453214	0.05798946675632834	0.11724572619574916	0.17937623437029498
ANPRTNo1	1.1291221124690043	0.9999308221644044	0.0006103599425595155	0.0012242848604799997	0.002477890392491977	0.003797513715696361	0.01101828067864912	0.011029901149757626	0.011090502574122916	0.01120582144729378	0.055395207325064054	0.11099690231647293	0.2234245360777024	0.33888758031330807
ANSNo1	1.1291221124690043	0.9999308221644044	0.0006103599425595155	0.0012242848604799997	0.002477890392491977	0.003797513715696361	0.01101828067864912	0.011029901149757626	0.011090502574122916	0.01120582144729378	0.055395207325064054	0.11099690231647293	0.2234245360777024	0.33888758031330807
APG3PAT160No1	0.8396055534931949	0.999764835232044	0.0005019327275054203	0.0010059572345977488	0.002031414794777878	0.0030991172505867646	0.012369451969045592	0.012363352769052672	0.012338877406197882	0.01229237265213904	0.04057841275114703	0.08136605445052177	0.16463530091947326	0.25211709230499746
APG3PAT161No1	0.7733700250544866	0.9996101365313041	0.0005390109096404832	0.0010808950582257843	0.0021876209002123187	0.0033483048608954195	0.014576095329500311	0.014562911780248976	0.014508515026554194	0.014415632791199565	0.036979101567042316	0.07422245458437465	0.1507818612868669	0.23226901721161264
APRAURNo1	0.878205616709975	0.9998277837434438	3.6808777597475765e-06	7.387594509305135e-06	1.5000425969831482e-05	2.3115081268872398e-05	8.64145153479382e-05	8.646201574478122e-05	8.685737522163558e-05	8.76787513867666e-05	0.0425955957159158	0.08544323707547893	0.17270181065861842	0.26363378701536994
ARGSLNo1	1.0933654486060915	0.9999283763889729	0.0030785346916312665	0.006171336260815577	0.012487428628009245	0.019122980912086588	0.0573578223883439	0.05742984538030689	0.05772659591003007	0.058270066525401856	0.05367244716488536	0.10745869538648928	0.2163201974956493	0.32817846370143144
ARGSSNo1	1.0933654486060915	0.9999283763889729	0.0030785346916312665	0.006171336260815577	0.012487428628009245	0.019122980912086588	0.0573578223883439	0.05742984538030689	0.05772659591003007	0.058270066525401856	0.05367244716488536	0.10745869538648928	0.2163201974956493	0.32817846370143144
ASAD_REVNo1	0.5508592564427666	0.9996962875602292	0.014055346318899297	0.028217164882469965	0.057475720084923666	0.08916895867954458	0.5297998410937862	0.5305427041519714	0.5335661479894465	0.5389314481403549	0.02652954045792398	0.05318547340609041	0.10771995243982475	0.1654551037747609
ASNS2No1	1.1229649283062344	0.999912453565261	0.0025666852975078113	0.005150654166955867	0.010436230527906907	0.016010895105250673	0.04672631579008068	0.04677451195188177	0.047028645119516224	0.047505077090028984	0.05493018771346577	0.11011668432274582	0.2219122090671504	0.3370354514930628
ASP1DCNo1	1.026200296544808	0.9999095872069668	6.562618966961423e-06	1.3166543976756268e-05	2.669855839295026e-05	4.1017326207293725e-05	0.00013068322143971187	0.00013085678609214206	0.0001316796650185516	0.00013316599526919679	0.05021776242322706	0.10061796846733742	0.2027538450161523	0.30801651821380277
ASPCTNo2	0.7717307043227268	0.9998415530244117	0.0024116596781517557	0.0048396499924904446	0.00982535992451892	0.015165277772092416	0.06416657861849884	0.06427520068833141	0.06470115847022154	0.0654406278444162	0.037584358244970986	0.07529575856103145	0.1518575579916549	0.2317410188690054
ASPKNo3	0.5508592564427666	0.9996962875602292	0.014055346318899297	0.028217164882469965	0.057475720084923666	0.08916895867954458	0.5297998410937862	0.5305427041519714	0.5335661479894465	0.5389314481403549	0.02652954045792398	0.05318547340609041	0.10771995243982475	0.1654551037747609
ASPO6No1	0.9678200050432157	0.9999129237867098	2.0961357218757644e-05	4.2024505326325085e-05	8.514375455552922e-05	0.00013075349726311605	0.00044177486320093855	0.0004424311828020445	0.0004451636812296926	0.0004500480510350843	0.04744805321624535	0.09498540554978913	0.1912639286303262	0.2905323041892763
ASPTA_REVNo2	0.5161026892049893	0.9995953916712548	0.02199103931952963	0.04417168189144265	0.0901696656800749	0.14042497788138802	0.8902400654975398	0.8914724754621989	0.8965965044149086	0.9057338304307219	0.02470236981216883	0.04954912586453228	0.10056883473900767	0.1550400053121665
ATPM	0.0	1.0	0.0	0.0	0.0	0.0	6.86	6.86	6.86	6.86	0.0	0.0	0.0	0.0
ATPPRTNo1	1.1128035837043204	0.9999199326863959	0.0010020994380364504	0.0020110244873621846	0.004078228551257487	0.006263102577121516	0.01837778632066849	0.01840994439789576	0.018535308210623682	0.018751750817156097	0.05452775544078691	0.10923577192292025	0.22002485768863628	0.3340009494682152
BIOMASS_Ec_iML1515_core_75p37M	0.429558012729439	0.9994339029940729	0.003953490430937729	0.00794536821669838	0.016258397843074347	0.02542241992477119	0.1939146886080374	0.1941638813339935	0.19517573958433532	0.19696593835102727	0.020387782170173695	0.040920938343991235	0.0833013256550213	0.12907013333170353
BPNTNo1	0.853240880136547	0.9999237636537098	0.002009865670688232	0.004031551531228752	0.008158849836455219	0.012522510248691606	0.04796468610827011	0.0480465959817784	0.04835303683675852	0.04888680529376448	0.041903029786359625	0.08390920207453849	0.16873500342904563	0.2561531720766555
BTNt2ipp	1.3149080596042861	0.9774426142617642	7.906980861875459e-09	2.817550001483138e-08	9.840807859764255e-08	1.455874972865867e-07	3.8782937721607484e-07	3.883291858239143e-07	3.912964020488323e-07	3.9620153221355915e-07	0.020387782170173695	0.07255571057594266	0.2514924187454236	0.3674581884456536
BTNtex	1.3149080596042861	0.9774426142617642	7.906980861875459e-09	2.817550001483138e-08	9.840807859764255e-08	1.455874972865867e-07	3.8782937721607484e-07	3.883291858239143e-07	3.912964020488323e-07	3.9620153221355915e-07	0.020387782170173695	0.07255571057594266	0.2514924187454236	0.3674581884456536
CA2tex	1.113273848862358	0.9999204194761466	5.50539001383245e-05	0.00011033869224006337	0.00022329923894802116	0.0003421413452994958	0.001008748203588994	0.0010095615869059411	0.001014395485992503	0.0010239121116212924	0.05457645420576704	0.1092936713036244	0.22013035549891188	0.33415108720389997
CATNo1	0.3054499125281104	0.9992268516188771	0.3199425865571741	0.642974912785142	1.3185358482969536	2.067918883865505	22.273800949329544	22.29374008745087	22.376792046136188	22.526703691340256	0.014364076759283627	0.02884105180481009	0.05892425713115682	0.09179855660197887
CAt6pp_REV	1.113273848862358	0.9999204194761466	5.50539001383245e-05	0.00011033869224006337	0.00022329923894802116	0.0003421413452994958	0.001008748203588994	0.0010095615869059411	0.001014395485992503	0.0010239121116212924	0.05457645420576704	0.1092936713036244	0.22013035549891188	0.33415108720389997
CBMKrNo1	0.7268226927505416	0.9998376279665518	0.004297263459242069	0.008621433687057286	0.017507417992283024	0.026997779309906638	0.12152440100684278	0.12170504606863833	0.12242775438025166	0.1237106943698181	0.03536132187148241	0.07083875291575858	0.14300203479928467	0.21823318871042832
CDPMEKNo1	0.9332785725850923	0.9998744363652273	2.1102787268647445e-05	4.232544319811057e-05	8.590756473181321e-05	0.00013228530147050486	0.0004633236673480616	0.00046401050071812945	0.00046690160559067313	0.0004721427324150427	0.04554653421750295	0.09121656327304073	0.18399500816265624	0.2801807427890638
CHORMNo2	0.8795808218320904	0.9998581902174147	0.0026855539896173085	0.005389637362878004	0.010939742161833159	0.016865406060022216	0.06266571185892666	0.06275650954740387	0.06314915593515899	0.06386419230431467	0.0428552378956939	0.08588172608304287	0.17323655399394397	0.26408235118136436
CHORSNo1	0.8052559792845276	0.9998246954463165	0.0028889686741222706	0.005799221602834912	0.011781446665407633	0.01819356322012694	0.07385697105421708	0.0739596362218884	0.07441394006023988	0.07524621421145021	0.0391157210062342	0.07841062908201038	0.15832311332890406	0.24178709069669618
CHRPLNo1	1.1154749415090166	0.9999167726538081	2.3658758612783275e-06	4.743314146444528e-06	9.609953919273822e-06	1.4755976796434284e-05	4.324871380651342e-05	4.331313063884697e-05	4.3581618855695755e-05	4.406789161469009e-05	0.054703958870610796	0.10951215200755571	0.22050474882756405	0.3348464438792293
CLt3_2pp	1.1338631064828426	0.9999219862793334	2.8112211041346434e-05	5.642607703629838e-05	0.00011455922713177991	0.00017628573902157143	0.0005052142816256518	0.0005064965376503823	0.0005109293927701493	0.0005179272699885639	0.05564413371468528	0.11140466487304485	0.22421733561004273	0.3403677489804001
CLtex	1.1338631064827875	0.9999219862793334	5.622442208269296e-05	0.00011285215407259685	0.00022911845426355965	0.00035257147804314303	0.001010428563251354	0.0010129930753008153	0.001021858785540349	0.0010358545399771777	0.05564413371468259	0.11140466487303936	0.22421733561003152	0.34036774898038386
CO2tex_REV	2.6076002506946465	0.9852238944363441	0.024183749685128396	0.04843464556175792	0.09018467102391063	0.12189117177567806	0.1496109185050541	0.1489212182010798	0.14985312722076116	0.15721684500613506	0.16164428322997984	0.325236699960105	0.6018204137378599	0.7753060543284754
CO2tpp_REV	2.6076002506946465	0.9852238944363441	0.024183749685128396	0.04843464556175792	0.09018467102391063	0.12189117177567806	0.1496109185050541	0.1489212182010798	0.14985312722076116	0.15721684500613506	0.16164428322997984	0.325236699960105	0.6018204137378599	0.7753060543284754
